자격명,종목코드,유형,시행기관,당해직의 직무 내용,응시 자격,합격 기준,응시료,자격증유효기간,정기유무,난이도,좋아요
항해사,10035,1,114,"◎ 갑판부에서 항해당직을 수행 ◎ 항해에 필요한 장비, 인원, 연료, 식품, 화물의 적재 상태 등을 점검 ◎ 항해계획을 수립, 항해계기 및 항해보조기구(항해도, 나침반, 레이더, 기타 항해보조기구)를 사용하여 선박의 위치와 진로를 결정 및 항로 지휘 ◎ 선장의 지시에 따라 승무원, 승객들에게 안전수칙과 절차 및 운항규정 등을 교육 ◎ 선박 내 질서유지, 화물의 선적과 하역작업을 지휘·감독 ◎ 승객·선원 및 화물의 안전관리 및 갑판부의 선박 내 업무 관장","국토해양부장관은 해기사 시험에서 부정한 행위를 한 응시자에 대하여는 해당 시험을 정지시키거나 합격결정을 취소하고, 그 정황에 따라 처분을 한 날부터 2년 이내의 기간을 정하여 이 법에 따른 시험의 응시자격을 정지할 수 있다. ◎다음 결격사유에 해당하지 않은 자 1.18세 미만인 사람 2.면허가 취소된 날부터 2년(「수산업법」 제71조제1항에 따라 면허가 취소된 경우에는 1년)이 지나지 아니한 사람 ◎ 승무경력에 관한 사항은 <별표> 참고 ◎ 과목별 시험 응시대상 면허등급은 <별표> 참고","◎필기시험 : 1과목 100점을 만점으로 하여 매 과목 40점(항해사의 법규과목은 60점) 이상, 전 과목 평균 60점 이상 ◎면접시험 : 위원마다 100점을 만점으로 하여 평균 60점 이상 ◎실기시험 : 시험과목당 100점을 만점으로 하여 60점 이상",,,,,
철도운행안전관리자,10036,1,111,◎ 철도안전전문 인력의 업무범위는 다음 각 호와 같다. 가.철도차량의 운행선로 또는 그 인근에서 철도시설의 건설 또는 관리와 관련한 작업을 수행하는 경우에 작업일정의 조정 또는 작업에 필요한 안전장비·안전시설 등의 점검 나.가목의 규정에 의한 작업이 수행되는 선로를 운행하는 열차가 있는 경우 당해 열차에 대한 운행일정의 조정 다.열차접근경보시설 또는 열차접근감시인의 배치에 관한 계획의 수립·시행 및 확인 라.철도차량운전자 또는 관제업무종사자와의 연락체계 구축 등,"◎철도운행안전관리자의 자격을 부여받고자 하는 자는 다음 각 호의 어느 하나에 해당하는 자격기준을 갖추어야 한다.   1.관제업무에 종사한 경력이 2년 이상일 것 2.국토해양부장관이 인정한 교육훈련기관에서 국토해양부령이 정하는 교육훈련을 수료할 것 ◎양성과정 지원 자격 ◎철도교통관제센터 경력자 : 철도교통관제사 관제사 근무 2년 이상 ◎일반 공사경력자 ◎철도 관련 운전, 운수, 궤도, 전차선, 신호 분야 등 3년 이상 근무경력자 ◎철도운전 관련 공사업체, 궤도, 전차선, 신호 분야 기타, 2년 이상 근무경력자 ",◎중간평가(40)+기말평가(40)+근태(10)+실습(10)으로 100점 만점 중 60점 이상 시 수료 ◎3번 결석 시 수료 못함.,,,,,
철도차량운전면허,10037,1,83,"◎  철도차량의 종류별 운전면허를 받은 자가 운전할 수 있는 철도차량의 종류는 다음과 같다.◇운전면허의 종류(운전할 수 있는 철도차량의 종류): 고속철도차량 운전면허(고속철도차량,철도장비 운전면허에 의하여 운전할 수 있는 차량),제1종 전기차량운전면허(전기기관차,철도장비 운전면허에 의하여 운전할 수 있는 차량),제2종 전기차량 운전면허(제2종 전기차량 운전면허),디젤차량운전면허(디젤기관차,디젤동차,증기기관차,철도장비 운전면허에 의하여 운전할 수 있는 차량),철도장비운전면허(철도건설 및 유지보수에 필요한 기계 또는 장비,철도시설의 검측장비,철도·도로를 모두 운행할 수 있는 철도복구장비,전용철도에서 시속 25킬로미터 이하로 운전하는 차량,사고복구용기중기)1.시속 100km 이상으로 운행하는 철도시설의 검측장비 운전은 고속철도차량운전면허, 제1종 전기차량운전면허, 제2종 전기차량운전면허, 디젤차량 운전면허 중 어느 하나의 운전면허가 있어야 한다. 2.선로를 시속 200km 이상의 최고운행 속도로 주행할 수 있는 철도차량을 고속철도차량으로 구분한다. 3.동력장치가 집중되어 있는 철도차량을 기관차, 동력장치가 분산되어 있는 철도차량을 동차로 구분한다. 4.철도차량운전면허(철도장비운전면허를 제외한다) 소지자는 철도차량 종류에 관계없이 차량기지 내에서 시속 25km 이하로 운전하는 철도차량을 운전할 수 있다. 이 경우 다른 운전면허의 철도차량을 운전하는 때에는 국토해양부장관이 정하는 교육훈련을 받아야 한다. 5.“전용철도”라 함은 「철도사업법」 제2조제5호의 규정에 의한 전용철도를 말한다.","◎신체검사 및 적성검사에 합격한 후 면허취득을 위한 교육과정을 이수하고 필기, 기능시험에 합격한 자에 한하여 면허발급이 이루어진다. 이후 철도운영기관에서 운전 실무수습 수료 후 교통안전공단에서 인증구간 등록을 거쳐 운전업무에 종사하게 된다. ◎다음 결격사유에 해당하지 않은 자 1.20세 미만인 자 2.정신병자·정신미약자·간질병자 3.마약·대마·향정신성의약품 또는 알콜 중독자 4.듣지 못하는 자, 앞을 보지 못하는 자 그 밖에 대통령령이 정하는 신체장애인 5.운전면허가 취소된 날부터 2년이 경과되지 아니하였거나 운전면허의 효력정지 기간 중에 있는 자 ◎“대통령령이 정하는 신체장애인”이라 함은 다음 각 호의 어느 하나에 해당하는 자를 말한다. 1.말을 하지 못하는 자 2. 한쪽 다리의 발목 이상을 잃은 자 3.한쪽 팔 또는 한쪽 다리 이상을 쓸 수 없는 자 4.다리·머리·척추 그 밖의 신체장애로 인하여 걷지 못하거나 앉아 있을 수 없는 자 5.한쪽 손 이상의 엄지손가락을 잃었거나 엄지손가락을 제외한 손가락 3개 이상을 잃은 자 ◎운전면허를 받고자 하는 자는 철도차량 운전에 적합한 신체 상태를 갖추고 있는지의 여부를 판정하기 위하여 국토해양부장관이 실시하는 신체검사에 합격하여야 한다. ◎운전면허를 받고자 하는 자는 철도차량 운전에 적합한 적성을 갖추고 있는지의 여부를 판정하기 위하여 국토해양부장관이 실시하는 적성검사에 합격하여야 한다.  ◎운전면허를 받고자 하는 자는 철도차량의 운전에 필요한 지식·능력 습득을 위하여 국토해양부장관이 실시하는 교육훈련을 받아야 한다.  ◎운전면허를 받고자 하는 자는 국토해양부장관이 실시하는 철도차량운전면허시험에 합격하여야 한다.  ◎고속철도차량운전면허응시자는 철도안전법 시행규칙 제20조 제3항에서 규정한 디젤차량 제1종 전기차량, 제2종 전기차량에 대한 운전업무수행 경력이 3년 이상인 자 ",◎필기시험 : 과목 당 100점을 만점으로 하여 매 과목 40점 이상(철도관련법의 경우 60점 이상) 총점 평균 60점 이상 ◎기능시험 : 시험 과목당 60점 이상 총점 평균 80점 이상,,,,,
환경측정분석사,10038,1,118,"환경오염도 측정, 분석의 신뢰성 확보를 위해 대기ㆍ수질 오염 및 소음ㆍ진동 등 9개 분야 환경오염 공정시험 기준이 새 법률로 통합되고 환경 분야 측정업무를 전문적으로 담당","◎ 다음 결격사유에 해당하지 않은 자 1. 금치산자 또는 한정치산자 2. 파산선고를 받고 복권되지 아니한 자 3.이 법, 「대기환경보전법」, 「수질 및 수생태계 보전에 관한 법률」, 「소음·진동 관리법」, 「다중이용시설 등의 실내공기질관리법」 또는 「악취방지법」을 위반하여 징역의 형을 선고받고, 그 집행이 종료(집행이 종료된 것으로 보는 경우를 포함한다)되거나 집행이 면제된 날부터 2년이 경과되지 아니한 자 4.제3호의 규정에 따른 법을 위반하여 형의 집행유예를 선고받고 그 유예기간 중에 있는 자 5.환경측정분석사의 자격이 취소된 후 3년이 경과되지 아니한 자 ◎ 다음 응시자격에 해당하는 자 1.해당 자격종목 분야 기사 또는 화학분석기사의 자격을 취득한 자 2.해당 자격종목 분야 산업기사의 자격을 취득한 후 환경측정분석 분야에서 1년 이상 실무에 종사한 자 3.환경기능사 또는 화학분석기능사의 자격을 취득한 후 환경측정분석 분야에서 3년 이상 실무에 종사한 자 4.환경 분야의 석사학위 이상 학위 소지자 5.4년제 대학교 졸업자 등으로서 졸업 후 환경 측정분석 분야에서 1년 이상 실무에 종사한 자 6.2년제 대학교 졸업자 등으로서 졸업 후 환경 측정분석 분야에서 3년 이상 실무에 종사한 자 ◎“4년제 대학교 졸업자 등”이란 4년제 대학교(교육대학, 사범대학, 방송통신대학, 개방대학 및 이에 준하는 각종 학교를 포함한다) 졸업자와 환경 분야 외의 분야의 대학원 졸업자를 말하고, “2년제 대학교 졸업자 등”이란 2·3년제 대학교 졸업자와 4년제 대학교 전 과정의 2분의 1 이상을 마친 자를 말한다. ◎“환경 분야”란 대기, 수질, 토양, 폐기물, 먹는 물, 실내공기질, 악취 및 유해화학물질 분야를 말한다.","제1차 시험 :과목별 100점을 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상 제2차 시험 :과목별 100점을 만점으로 하여 매 과목 60점 이상",,,,,
정수시설운영관리사,10039,1,96,정수시설의 운영과 관리 업무를 수행,◎다음 결격사유에 해당하지 않은 자 1.미성년자·금치산자 또는 한정치산자 2.파산선고를 받고 복권되지 아니한 자 3.금고 이상의 실형을 선고받고 그 집행이 종료(집행이 종료된 것으로 보는 경우를 포함한다)되거나 집행이 면제된 날부터 2년이 지나지 아니한 자 4.금고 이상의 형의 집행유예를 선고받고 그 유예기간 중에 있는 자 5.정수시설운영관리사의 자격이 취소된 후 3년이 지나지 아니한 자 ◎ 1급  1.이공계 대학 졸업 후 수도시설의 설치나 유지관리 분야에서 2년 이상 실무에 종사한 자 2.이공계 전문대학 졸업 후 수도시설의 설치나 유지관리 분야에서 4년 이상 실무에 종사한 자 3.고등학교 졸업 후 수도시설의 설치나 유지관리 분야에서 5년 이상 실무에 종사한 자 4.정수시설운영관리사 2급 취득 후 수도시설의 설치나 유지관리 분야에서 2년 이상 실무에 종사한 자 5.정수시설운영관리사 3급 취득 후 수도시설의 설치나 유지관리 분야에서 4년 이상 실무에 종사한 자 6.「학점인정 등에 관한 법률」 제8조에 따라 이공계 대학 졸업자와 같은 수준 이상의 학력을 인정받은 자로서 수도시설의 설치나 유지관리 분야에서 2년 이상 실무에 종사한 자 7.「학점인정 등에 관한 법률」 제8조에 따라 이공계 전문대학 졸업자와 같은 수준 이상의 학력을 인정받은 자로서 수도시설의 설치나 유지관리 분야에서 4년 이상 실무에 종사한 자 ◎ 2급 1.이공계 대학 졸업 이상의 학력을 가진 자 2.이공계 전문대학 졸업 후 수도시설의 설치나 유지관리 분야에서 2년 이상 실무에 종사한 자 3.고등학교 졸업 후 수도시설의 설치나 유지관리 분야에서 3년 이상 실무에 종사한 자 4.정수시설운영관리사 3급 취득 후 수도시설의 설치나 유지관리 분야에서 2년 이상 실무에 종사한 자 5.수도시설의 설치나 유지관리 분야에서 5년 이상 실무에 종사한 자 6.「학점인정 등에 관한 법률」 제8조에 따라 이공계 대학 졸업자와 같은 수준 이상의 학력을 인정받은 자 7.「학점인정 등에 관한 법률」 제8조에 따라 이공계 전문대학 졸업자와 같은 수준 이상의 학력을 인정받은 자로서 수도시설의 설치나 유지관리 분야에서 2년 이상 실무에 종사한 자 ◎ 3급  1.이공계 전문대학 졸업 이상의 학력을 가진 자 2.고등학교 졸업 후 수도시설의 설치나 유지관리 분야에서 1년 이상 실무에 종사한 자 3.수도시설의 설치나 유지관리 분야에서 3년 이상 실무에 종사한 자 4.「학점인정 등에 관한 법률」 제8조에 따라 이공계 전문대학 졸업자와 같은 수준 이상의 학력을 인정받은 자,"매 과목 100점을 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상",,,,,
환경교육사,10040,1,118,환경교육프로그램의 기획·진행·분석·평가 및 환경교육을 수행,"◎등급별 자격요건은 다음과 같다.  ◎사회환경교육지도사 1급 가.사회환경교육지도사 2급 자격증을 취득한 후 환경교육 관련 업무에 3년 이상 종사한 경력이 있는 사람으로서 양성기관에서 운영하는 사회환경교육지도사 1급 양성과정을 이수한 사람 나.환경 관련 박사학위를 취득한 후 환경교육 관련 업무에 5년 이상 종사한 경력이 있는 사람으로서 양성기관에서 운영하는 1급 양성과정을 이수한 사람  다.환경교육 관련 업무에 9년 이상 종사한 경력이 있는 사람으로서 양성기관에서 운영하는 1급 양성과정을 이수한 사람 ◎ 사회환경교육지도사 2급 가.사회환경교육지도사 3급 자격증을 취득한 후 환경교육 관련 업무에 3년 이상 종사한 경력이 있는 사람으로서 양성기관에서 운영하는 사회환경교육지도사 2급 양성과정을 이수한 사람 나.환경 관련 석사학위를 취득한 후 환경교육 관련 업무에 3년 이상 종사한 경력이 있는 사람으로서 양성기관에서 운영하는 2급 양성과정을 이수한 사람 다.환경교육 관련 업무에 6년 이상 종사한 경력이 있는 사람으로서 양성기관에서 운영하는 2급 양성과정을 이수한 사람 ◎ 사회환경교육지도사 3급 가.양성기관에서 운영하는 사회환경교육지도사 3급 양성과정을 이수한 사람 나.환경 관련 학사학위를 취득한 후 환경교육 관련 업무에 1년 이상 종사한 경력이 있는 사람으로서 양성기관에서 운영하는 간이 양성과정을 이수한 사람 다.환경교육 관련 업무에 3년 이상 종사한 경력이 있는 사람으로서 양성기관에서 운영하는 간이 양성과정을 이수한 사람 ◎“환경교육 관련 업무에 종사한 경력”이란, 공공교육기관 또는 사회 환경교육기관ㆍ단체에서 환경교육프로그램의 기획ㆍ진행ㆍ분석ㆍ평가 업무 또는 환경교육 업무에 종사한 경력을 말한다.  ◎“양성기관에서 운영하는 간이 양성과정”이란, 생태생활(2시간), 환경교육자원(4시간), 안전관리 및 교육(4시간) 및 체험환경교육(6시간) 등으로 구성되는 워크숍 연수과정(16시간)을 말한다.","양성기관 내 교육과정에는 참가자들의 목표 달성 여부를 측정할 수 있는 평가가 포함되어야 하며, 각 과정별로 정해진 평가에 합격하여야만 해당 과정을 이수한 것으로 본다.",,,,,
교통안전관리자,10041,1,83,"◎  교통안전관리자의 직무는 다음 각 호와 같다. 1.교통안전관리규정의 시행 및 그 기록의 작성·보존 2.교통수단의 운행·운항 또는 항행(이하 ··운행··이라 한다)과 관련된 안전점검의 지도 및 감독 3.도로조건, 선로조건, 항로조건 및 기상조건에 따른 안전 운행에 필요한 조치 4.법 제7조제1항에 따른 차량을 운전하는 자 등(이하 ""차량운전자 등""이라 한다)의 운행 중 근무상태 파악 및 교통안전 교육·훈련의 실시 5.교통사고원인조사·분석 및 기록 유지 6.법 제55조제1항에 따른 교통수단의 운행상황 또는 교통사고상황이 기록된 운행 기록지 또는 기억장치 등의 점검 및 관리",◎ 다음 결격사유에 해당하지 않은 자 1.금치산자 또는 한정치산자 2.금고 이상의 실형을 선고받고 그 집행이 종료(집행이 종료된 것으로 보는 경우를 포함한다)되거나 집행이 면제된 날부터 2년이 경과되지 아니한 자 3.금고 이상의 형의 집행유예 선고를 받고 그 유예기간 중에 있는 자 4.제54조의 규정에 따라 교통안전관리자 자격의 취소처분을 받은 날부터 2년이 경과되지 아니한 자,"응시과목마다 40% 이상을 득점하고, 총점의 60% 이상",,,,,
산업보건지도사,10043,1,96,1. 작업환경의 평가 및 개선 지도 2. 작업환경 개선과 관련된 계획서 및 보고서의 작성 3. 근로자 건강진단에 따른 사후관리 지도 4. 직업성 질병 진단(「의료법」에 따른 의사인 산업보건지도사만 해당한다) 및 예방 지도 5. 산업보건에 관한 조사·연구 6. 그 밖에 산업보건에 관한 사항으로서 대통령령으로 정하는 사항(동법 시행령 <별표11> 지도사의 업무 영역별 종류에 따른 업무범위 참조),1차시험:제한없음,"① 필기시험은 매 과목 100점을 만점으로 하여 40점 이상, 전과목 평균 60점 이상 득점한 사람을 합격자로 한다. ② 면접시험은 제33조의14제5항 각 호의 사항을 평가하되, 10점 만점에 6점 이상인 사람을 합격자로 한다.",,,,,
화재조사관,10044,1,75,보다 정밀하며 과학적인 화재 원인감식과 인명·재산피해 조사,"◎ 화재조사관 자격시험에 응시할 수 있는 자는 소방공무원 중 다음 각 호의 1에 해당하는 자로 한다. 1. 소방교육기관(중앙·지방소방학교 및 시·도에서 설치·운영하는 소방교육대를 말한다)에서 12주 이상의 화재조사에 관한 전문교육을 이수한 자  2. 국립과학수사연구소 또는 외국의 화재조사 관련 기관에서 12주 이상 화재 조사에 관한 전문 교육을 이수한 자 ◎ 시험에 있어서 부정한 행위를 한 자에 대하여는 당해 시험을 무효로 하고, 그 처분이 있는 날로부터 3년간 이 규칙에 따른 시험의 응시자격을 정지한다.","◎ 제1차 시험 : 매 과목 100점을 만점으로 하여 매 과목40점 이상, 전 과목 평균 60점 이상 ◎ 제2차 시험 : 매 과목 100점을 만점으로 하되 시험위원의 채점 점수 중 최고점수와 최저점수를 제외한 점수가 매 과목 평균 40점 이상, 전 과목 평균 60점 이상",,,,,
보험계리사,10045,1,59,"◎  보험계리사, 선임계리사 또는 보험계리업자의 업무는 다음 각 호와 같다. 1. 법 제5조제3호에 따른 기초서류의 작성에 관한 사항 2. 책임준비금, 비상위험준비금 등 준비금의 적립과 준비금에 해당하는 자산의 적정성에 관한 사항 3. 잉여금의 배분·처리 및 보험계약자 배당금의 배분에 관한 사항 4. 지급여력비율 계산 중 보험료 및 책임준비금과 관련된 사항 5. 상품 공시자료 중 기초서류와 관련된 사항","◎ 1차 시험 : 학력, 성별, 연령, 경력, 국적 등의 일체 제한 없음   ◎ 2차 시험 ◎ 당해 연도 및 직전년도 보험계리사 제1차 시험에 합격한 자('95년 이전 합격자 포함)  ◎ 금융감독원, 보험회사, 보험협회, 보험요율산출기관(보험개발원)에서 보험수리 업무에 5년 이상 종사한 경력이 있는 자  ","매 과목 100점을 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상",,,,,
보험중개사,10046,1,59,"◎  생명보험중개사 : 보험종목(생명보험, 연금보험(퇴직보험을 포함한다), 그 밖에 대통령령으로 정하는 보험종목)및 그 재보험 ◎  손해보험중개사 : 보험종목(화재보험, 해상보험(항공ㆍ운송보험을 포함한다), 자동차보험, 보증보험, 재보험(再保險), 그 밖에 대통령령으로 정하는 보험종목)및 그 재보험 ◎  제3보험중개사 : 보험종목(상해보험, 질병보험, 간병보험, 그 밖에 대통령령으로 정하는 보험종목)및 그 재보험","학력, 성별, 연령, 경력, 국적 등의 일체 제한이 없음.","매 과목 100점을 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상",,,,,
손해사정사,10047,1,59,◎  손해사정사 또는 손해사정업자의 업무는 다음 각 호와 같다. 1. 손해 발생 사실의 확인 2. 보험약관 및 관계 법규 적용의 적정성 판단 3. 손해액 및 보험금의 사정 4. 제1호부터 제3호까지의 업무와 관련된 서류의 작성·제출의 대행 5. 제1호부터 제3호까지의 업무 수행과 관련된 보험회사에 대한 의견의 진술 ◎  제1종 손해사정사 : 화재보험·책임보험·기술보험·신용손해보험 및 제3조제1호 내지 제5호의 규정에 의한 보험의 손해액을 사정 ◎  제2종 손해사정사 : 해상보험(선박보험·적하보험·항공보험 및 운송보험을 포함한다)의 손해액을 사정 ◎  제3종 손해사정사 ◎  대인 손해사정사 : 자동차사고로 인한 사람의 신체와 관련된 손해액을 사정 ◎  대물·차량 손해사정사 : 차량 및 그 밖에 재산상의 손해액을 사정 ◎  제4종 손해사정사 : 상해보험·질병보험 및 간병보험의 손해액을 사정,"◎ 1차 시험 : 학력, 성별, 연령, 경력, 국적 등에 일체 제한 없음  ◎ 2차 시험 ◎ 제34회 또는 제35회 당해종목 손해사정사 제1차 시험에 합격한 자(1995년 이전 제1차 시험에 합격한 자 포함) ◎ 보험업법시행규칙 제53조의 규정에 의한 기관에서 해당 분야의 손해사정업무에 5년 이상 종사한 경력이 있는 자 ◎ 국가기술자격법에 의한 2급 이상의 자동차정비기능사 자격을 가진 자로서 보험업법시행규칙 제53조의 규정에 의한 기관에서 해당 분야의 손해사정업무에 3년 이상 종사한 경력이 있는 자(3종 대물·차량 손해사정사에 한함)","매 과목 100점을 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상",,,,,
주택관리사,10049,1,96,공동주택을 안전하고 효율적으로 관리하고 공동주택 입주자의 권익을 보호하기 위하여 공동주택의 운영·관리·유지·보수 등을 실시하고 이에 필요한 경비를 관리하며 공동주택의 공용 부분과 공동 소유인 부대시설 및 복리시설의 유지 관리 및 안전관리를 실시하는 등의 주택관리서비스를 수행,"◎ 다음 결격사유에 해당하지 않은 자 1. 금치산자 또는 한정치산자 2. 파산선고를 받은 자로서 복권되지 아니한 자 3. 금고 이상의 실형을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날부터 2년이 지나지 아니한 자 4. 금고 이상의 형의 집행유예를 선고받고 그 유예기간 중에 있는 자 5. 주택관리사 등의 자격이 취소된 후 3년이 지나지 아니한 자 ◎ 주택관리사보자격시험에 있어서 부정한 행위를 한 응시자에 대하여는 그 시험을 무효로 하고, 당해 시험시행일부터 5년간 시험응시자격을 정지한다.",주택관리사보자격시험 ◎ 제1차 시험 : 매 과목 100점을 만점으로 하여 매 과목 40점 이상이고 전 과목 평균 60점 이상 ◎ 제2차 시험 : 매 과목 100점을 만점으로 하여 매 과목 40점 이상이고 전 과목 평균 60점 이상,,,,,
공인회계사,10050,1,44,◎  타인의 위촉에 의하여 다음 각 호의 직무를 행한다. 1. 회계에 관한 감사·감정·증명·계산·정리·입안 또는 법인설립 등에 관한 회계 2. 세무대리 3. 제1호 및 제2호에 부대되는 업무,"◎ 다음 결격사유에 해당하지 않은 자 1. 미성년자·금치산자·한정치산자 2. 금고이상의 실형의 선고를 받고 그 집행이 종료(집행이 종료된 것으로 보는 경우를 포함한다)되거나 그 집행이 면제된 날부터 5년이 경과되지 아니한 자 3. 금고이상의 형의 집행유예선고를 받고 그 유예기간이 종료된 날부터 2년이 경과되지 아니한 자 4. 금고 이상의 형의 선고유예를 받고 그 선고유예기간 중에 있는 자 5. 파산선고를 받고 복권되지 아니한 자 6. 탄핵 또는 징계처분에 의하여 파면 또는 해임되거나 이 법 또는 「세무사법」에 의한 징계에 의하여 제명 또는 등록 취소된 후 5년이 경과되지 아니한 자 ◎ 시험에 응시하고자 하는 자는 각 호의 하나에 해당해야 한다. 1. 「고등교육법」 제2조 각호의 규정에 의한 학교, 「평생교육법」 제21조 또는 제22조의 규정에 의한 사내대학 또는 원격대학 형태의 평생교육시설(이하··학교··라 한다)에서 일정과목에 대하여 일정 학점 이상을 이수한 자 2. 「학점인정 등에 관한 법률」의 규정에 의하여 일정과목에 대하여 일정학점 이상을 이수한 것으로 학점인정을 받은 자 3. 「독학에 의한 학위취득에 관한 법률」의 규정에 의하여 일정과목에 대하여 일정 학점 이상을 이수한 것으로 학점인정을 받은 자 ◎ 시험에 있어서 부정한 행위를 하거나 시험에 관한 규정에 위반한 응시자에 대하여는 당해 시험을 정지 또는 무효로 하며 처분이 있은 날부터 5년간 시험의 응시자격을 정지한다.","◎ 제1차 시험 합격자 결정: 매 과목(영어 제외) 배점의 4할 이상, 전 과목(영어 제외) 배점합계의 6할 이상을 득점한 자 중에서 시험성적과 응시자수를 고려하여 전 과목 총득점에 의한 고득점자순으로 합격자를 결정 ◎ 제2차 시험 합격자 결정: 매 과목 배점의 6할 이상을 득점한 자를 합격자로 결정하되, 절대평가로 합격한 자가 최소선발예정인원에 미달하는 경우, 미달인원에 대하여는 매 과목 배점의 4할 이상을 득점한 자 중 전 과목 총득점에 의한 고득점자순으로 합격자를 결정 ◎ 상대평가로 합격자를 결정할 때에는 직전 시험에서 획득한 점수를 적용하여 총득점을 산정하되, 부분합격으로 면제되는 과목을 다시 응시한 경우에는 그 응시하여 획득한 점수를 적용 ◎ 동점자로 인하여 최소선발예정인원을 초과하는 경우에는 그 동점자 모두를 합격자로 결정(이 경우 점수계산은 소수점 둘째자리까지 계산) ◎ 제2차 시험 과목별 부분합격자 결정: 제1차 시험의 합격자가 제1차 시험 합격년도에 실시된 제2차 시험의 과목 중 일부과목 배점의 6할 이상 득점한 경우 그 과목을 부분합격과목으로 하여 매 과목별 부분합격자를 결정(부분합격과목은 다음 회의 제2차 시험에 한하여 해당 과목의 시험을 면제)",,,,,
보세사,10051,1,82,◎  보세사의 직무는 다음 각 호와 같다.   1. 보세화물 및 내국물품의 반입 또는 반출에 대한 입회 및 확인 2. 보세구역 안에 장치된 물품의 관리 및 취급에 대한 입회 및 확인 3. 보세구역출입문의 개폐 및 열쇠관리의 감독 4. 보세구역의 출입자관리에 대한 감독 5. 견품의 반출 및 회수 6. 기타 보세화물의 관리를 위하여 필요한 업무로서 관세청장이 정하는 업무,"◎ 다음 각 호의 어느 하나에 해당하는 사람이어야 한다. 1. 일반직공무원으로서 5년 이상 관세행정에 종사한 경력이 있는 사람 2. 3년 이상 보세화물의 관리업무에 종사한 경력이 있는 사람으로서 관세청장이 정하는 교육을 받고 보세화물의 관리업무에 관한 전형에 합격한 사람 ◎ 다음 결격사유에 해당하지 않은 자 1. 미성년자 2. 금치산자와 한정치산자 3. 파산선고를 받고 복권되지 아니한 자 4. 이 법을 위반하여 징역형의 실형을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 면제된 후 2년이 지나지 아니한 자 5. 이 법을 위반하여 징역형의 집행유예를 선고받고 그 유예기간 중에 있는 자 6. 이 법에 따라 특허보세구역의 설치·운영에 관한 특허가 취소된 후 2년이 지나지 아니한 자 7. 제269조부터 제271조까지, 제274조, 제275조의2 또는 제275조의3에 따라 벌금형 또는 통고처분을 받은 자로서 그 벌금형을 선고받거나 통고처분을 이행한 후 2년이 지나지 아니한 자. 다만, 제279조에 따라 처벌된 개인 또는 법인은 제외한다. ◎ 부정한 방법으로 교육을 이수하거나 시험에 관한 규정을 위반한 자에 대하여는 당해교육 및 시험을 정지하거나 그 합격을 무효로 하며 향후 2년간 보세사 기본교육을 받을 수 없고, 전형에 응시할 수 없다. ◎ 교육기간 중 다음 각 호에 해당한 사실이 있는 자는 전형시험에 응시할 수 없다. 1. 5시간 이상 결강한 자 2. 3회 이상 조퇴, 지각한 자 3. 수강태도가 심히 불량하여 강사로부터 퇴장명령을 받은 자","소정의 교육과정을 이수 후 교육과목별 필기시험에서 1과목을 100점 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상을 득점",,,,,
환지사,10052,1,47,"농지개량 사업을 실시하는 데에 따른 토지구획정리 및 그에 대한 보상을 담당하게 된다. 즉, 토지소유자가 농지개량 사업으로 인해 새롭게 구획·정리된 토지를 배당받으면서 생기는 손해를 경제적으로 평가하여 환전해 준다. 등기와 소유권 이전 등 제반 권리를 처리해 준다.",◎ 다음 결격사유에 해당하지 않은 자 1. 금치산자 또는 한정치산자 2. 환지 업무와 관련하여 금고 이상의 실형을 선고받고 그 집행이 종료(집행이 종료된 것으로 보는 경우를 포함한다)되지 아니하였거나 집행이 면제되지 아니한 사람 3. 환지 업무와 관련하여 금고 이상의 집행유예를 선고받고 그 유예기간 중에 있는 사람,시험의 종류별로 각각 40점 이상을 득점하고 전 시험 평균 60점 이상,,,,,
